Plot,Species5,Species
169,Achmi,Achillea millefolium(lanulosa)
169,Agrsm,Agropyron smithii
169,Andge,Andropogon gerardi
169,Asctu,Asclepias tuberosa
169,Elyca,Elymus canadensis
169,Koecr,Koeleria cristata
169,Lesca,Lespedeza capitata
169,Liaas,Liatris aspera
169,Luppe,Lupinus perennis
169,Monfi,Monarda fistulosa
169,Panvi,Panicum virgatum
169,Petpu,Petalostemum purpureum
169,Poapr,Poa pratensis
169,Queel,Quercus ellipsoidalis
169,Quema,Quercus macrocarpa
169,Solri,Solidago rigida
169,Sornu,Sorghastrum nutans
170,Achmi,Achillea millefolium(lanulosa)
170,Asctu,Asclepias tuberosa
170,Elyca,Elymus canadensis
170,Koecr,Koeleria cristata
170,Monfi,Monarda fistulosa
170,Petca,Petalostemum candidum
170,Petpu,Petalostemum purpureum
170,Petvi,Petalostemum villosum
170,Queel,Quercus ellipsoidalis
170,Solri,Solidago rigida
171,Koecr,Koeleria cristata
171,Luppe,Lupinus perennis
172,Agrre,Agropyron repens
172,Agrsm,Agropyron smithii
172,Andge,Andropogon gerardi
172,Boucu,Bouteloua curtipendula
172,Bougr,Bouteloua gracilis
172,Bucda,Buchloe dactyloides
172,Calca,Calamagrostis canadensis
172,Elyca,Elymus canadensis
172,Koecr,Koeleria cristata
172,Leeor,Leersia oryzoides
172,Panvi,Panicum virgatum
172,Poapr,Poa pratensis
172,Schsc,Schizachyrium scoparium
172,Sornu,Sorghastrum nutans
172,Spocr,Sporobolus cryptandrus
173,Achmi,Achillea millefolium(lanulosa)
173,Agrsm,Agropyron smithii
173,Amoca,Amorpha canescens
173,Andge,Andropogon gerardi
173,Asctu,Asclepias tuberosa
173,Astca,Astragalus canadensis
173,Baple,Baptisia leucantha
173,Boucu,Bouteloua curtipendula
173,Bougr,Bouteloua gracilis
173,Broin,Bromus inermis
173,Bucda,Buchloe dactyloides
173,Calca,Calamagrostis canadensis
173,Corpa,Coreopsis palmata
173,Elyca,Elymus canadensis
173,Koecr,Koeleria cristata
173,Leeor,Leersia oryzoides
173,Lesca,Lespedeza capitata
173,Liaas,Liatris aspera
173,Luppe,Lupinus perennis
173,Monfi,Monarda fistulosa
173,Panvi,Panicum virgatum
173,Petca,Petalostemum candidum
173,Petpu,Petalostemum purpureum
173,Petvi,Petalostemum villosum
173,Poapr,Poa pratensis
173,Rudse,Rudbeckia serotina
173,Schsc,Schizachyrium scoparium
173,Solne,Solidago nemoralis
173,Solri,Solidago rigida
173,Sornu,Sorghastrum nutans
173,Spocr,Sporobolus cryptandrus
173,Stisp,Stipa spartea
173,Vicvi,Vicia villosa
173,Zizau,Zizia aurea
174,Achmi,Achillea millefolium(lanulosa)
174,Agrsm,Agropyron smithii
174,Amoca,Amorpha canescens
174,Asctu,Asclepias tuberosa
174,Elyca,Elymus canadensis
174,Koecr,Koeleria cristata
174,Lesca,Lespedeza capitata
174,Liaas,Liatris aspera
174,Luppe,Lupinus perennis
174,Monfi,Monarda fistulosa
174,Panvi,Panicum virgatum
174,Petpu,Petalostemum purpureum
174,Queel,Quercus ellipsoidalis
174,Quema,Quercus macrocarpa
174,Schsc,Schizachyrium scoparium
174,Solri,Solidago rigida
174,Sornu,Sorghastrum nutans
175,Luppe,Lupinus perennis
175,Sornu,Sorghastrum nutans
176,Agrsm,Agropyron smithii
176,Liaas,Liatris aspera
176,Panvi,Panicum virgatum
176,Poapr,Poa pratensis
177,Andge,Andropogon gerardi
177,Asctu,Asclepias tuberosa
177,Koecr,Koeleria cristata
177,Liaas,Liatris aspera
177,Petca,Petalostemum candidum
177,Petvi,Petalostemum villosum
177,Quema,Quercus macrocarpa
177,Schsc,Schizachyrium scoparium
177,Sornu,Sorghastrum nutans
178,Achmi,Achillea millefolium(lanulosa)
178,Agrsm,Agropyron smithii
178,Elyca,Elymus canadensis
178,Koecr,Koeleria cristata
178,Liaas,Liatris aspera
178,Monfi,Monarda fistulosa
178,Panvi,Panicum virgatum
178,Schsc,Schizachyrium scoparium
178,Solri,Solidago rigida
179,Luppe,Lupinus perennis
179,Monfi,Monarda fistulosa
179,Petpu,Petalostemum purpureum
179,Quema,Quercus macrocarpa
179,Solri,Solidago rigida
180,Lesca,Lespedeza capitata
180,Luppe,Lupinus perennis
180,Petpu,Petalostemum purpureum
180,Vicvi,Vicia villosa
181,Achmi,Achillea millefolium(lanulosa)
181,Asctu,Asclepias tuberosa
181,Monfi,Monarda fistulosa
181,Panvi,Panicum virgatum
181,Queel,Quercus ellipsoidalis
181,Quema,Quercus macrocarpa
181,Schsc,Schizachyrium scoparium
181,Solri,Solidago rigida
181,Sornu,Sorghastrum nutans
182,Agrsm,Agropyron smithii
182,Asctu,Asclepias tuberosa
183,Andge,Andropogon gerardi
183,Boucu,Bouteloua curtipendula
183,Bougr,Bouteloua gracilis
183,Bucda,Buchloe dactyloides
183,Panvi,Panicum virgatum
183,Schsc,Schizachyrium scoparium
183,Sornu,Sorghastrum nutans
183,Spocr,Sporobolus cryptandrus
184,Achmi,Achillea millefolium(lanulosa)
184,Agrsm,Agropyron smithii
184,Amoca,Amorpha canescens
184,Andge,Andropogon gerardi
184,Asctu,Asclepias tuberosa
184,Astca,Astragalus canadensis
184,Baple,Baptisia leucantha
184,Boucu,Bouteloua curtipendula
184,Bougr,Bouteloua gracilis
184,Broin,Bromus inermis
184,Bucda,Buchloe dactyloides
184,Calca,Calamagrostis canadensis
184,Corpa,Coreopsis palmata
184,Elyca,Elymus canadensis
184,Koecr,Koeleria cristata
184,Leeor,Leersia oryzoides
184,Lesca,Lespedeza capitata
184,Liaas,Liatris aspera
184,Luppe,Lupinus perennis
184,Monfi,Monarda fistulosa
184,Panvi,Panicum virgatum
184,Petca,Petalostemum candidum
184,Petpu,Petalostemum purpureum
184,Petvi,Petalostemum villosum
184,Poapr,Poa pratensis
184,Rudse,Rudbeckia serotina
184,Schsc,Schizachyrium scoparium
184,Solne,Solidago nemoralis
184,Solri,Solidago rigida
184,Sornu,Sorghastrum nutans
184,Spocr,Sporobolus cryptandrus
184,Stisp,Stipa spartea
184,Vicvi,Vicia villosa
184,Zizau,Zizia aurea
185,Petpu,Petalostemum purpureum
186,Achmi,Achillea millefolium(lanulosa)
186,Agrsm,Agropyron smithii
186,Amoca,Amorpha canescens
186,Asctu,Asclepias tuberosa
186,Elyca,Elymus canadensis
186,Koecr,Koeleria cristata
186,Lesca,Lespedeza capitata
186,Luppe,Lupinus perennis
186,Monfi,Monarda fistulosa
186,Panvi,Panicum virgatum
186,Petpu,Petalostemum purpureum
186,Poapr,Poa pratensis
186,Queel,Quercus ellipsoidalis
186,Quema,Quercus macrocarpa
186,Schsc,Schizachyrium scoparium
186,Solri,Solidago rigida
186,Sornu,Sorghastrum nutans
187,Amoca,Amorpha canescens
187,Lesca,Lespedeza capitata
187,Luppe,Lupinus perennis
187,Panvi,Panicum virgatum
187,Petpu,Petalostemum purpureum
187,Queel,Quercus ellipsoidalis
187,Quema,Quercus macrocarpa
187,Schsc,Schizachyrium scoparium
188,Agrsm,Agropyron smithii
188,Elyca,Elymus canadensis
188,Koecr,Koeleria cristata
188,Panvi,Panicum virgatum
188,Poapr,Poa pratensis
188,Queel,Quercus ellipsoidalis
188,Quema,Quercus macrocarpa
188,Schsc,Schizachyrium scoparium
189,Queel,Quercus ellipsoidalis
189,Schsc,Schizachyrium scoparium
190,Lesca,Lespedeza capitata
190,Liaas,Liatris aspera
190,Petpu,Petalostemum purpureum
190,Quema,Quercus macrocarpa
191,Achmi,Achillea millefolium(lanulosa)
191,Agrsm,Agropyron smithii
191,Amoca,Amorpha canescens
191,Andge,Andropogon gerardi
191,Asctu,Asclepias tuberosa
191,Baple,Baptisia leucantha
191,Boucu,Bouteloua curtipendula
191,Bougr,Bouteloua gracilis
191,Bucda,Buchloe dactyloides
191,Calca,Calamagrostis canadensis
191,Corpa,Coreopsis palmata
191,Elyca,Elymus canadensis
191,Koecr,Koeleria cristata
191,Leeor,Leersia oryzoides
191,Lesca,Lespedeza capitata
191,Liaas,Liatris aspera
191,Luppe,Lupinus perennis
191,Monfi,Monarda fistulosa
191,Panvi,Panicum virgatum
191,Petca,Petalostemum candidum
191,Petpu,Petalostemum purpureum
191,Petvi,Petalostemum villosum
191,Poapr,Poa pratensis
191,Queel,Quercus ellipsoidalis
191,Quema,Quercus macrocarpa
191,Rudse,Rudbeckia serotina
191,Schsc,Schizachyrium scoparium
191,Solne,Solidago nemoralis
191,Solri,Solidago rigida
191,Sornu,Sorghastrum nutans
191,Spocr,Sporobolus cryptandrus
191,Stisp,Stipa spartea
191,Vicvi,Vicia villosa
191,Zizau,Zizia aurea
192,Astca,Astragalus canadensis
192,Lesca,Lespedeza capitata
192,Luppe,Lupinus perennis
192,Petca,Petalostemum candidum
192,Petpu,Petalostemum purpureum
192,Petvi,Petalostemum villosum
192,Queel,Quercus ellipsoidalis
192,Quema,Quercus macrocarpa
192,Vicvi,Vicia villosa
193,Andge,Andropogon gerardi
193,Luppe,Lupinus perennis
194,Achmi,Achillea millefolium(lanulosa)
194,Andge,Andropogon gerardi
194,Asctu,Asclepias tuberosa
194,Liaas,Liatris aspera
194,Monfi,Monarda fistulosa
194,Panvi,Panicum virgatum
194,Rudse,Rudbeckia serotina
194,Solri,Solidago rigida
194,Sornu,Sorghastrum nutans
195,Andge,Andropogon gerardi
195,Panvi,Panicum virgatum
195,Schsc,Schizachyrium scoparium
195,Sornu,Sorghastrum nutans
196,Agrsm,Agropyron smithii
196,Elyca,Elymus canadensis
196,Koecr,Koeleria cristata
196,Poapr,Poa pratensis
197,Asctu,Asclepias tuberosa
197,Panvi,Panicum virgatum
198,Achmi,Achillea millefolium(lanulosa)
198,Agrsm,Agropyron smithii
198,Amoca,Amorpha canescens
198,Andge,Andropogon gerardi
198,Asctu,Asclepias tuberosa
198,Baple,Baptisia leucantha
198,Boucu,Bouteloua curtipendula
198,Bougr,Bouteloua gracilis
198,Bucda,Buchloe dactyloides
198,Calca,Calamagrostis canadensis
198,Corpa,Coreopsis palmata
198,Elyca,Elymus canadensis
198,Koecr,Koeleria cristata
198,Leeor,Leersia oryzoides
198,Lesca,Lespedeza capitata
198,Liaas,Liatris aspera
198,Luppe,Lupinus perennis
198,Monfi,Monarda fistulosa
198,Panvi,Panicum virgatum
198,Petca,Petalostemum candidum
198,Petpu,Petalostemum purpureum
198,Petvi,Petalostemum villosum
198,Poapr,Poa pratensis
198,Queel,Quercus ellipsoidalis
198,Quema,Quercus macrocarpa
198,Rudse,Rudbeckia serotina
198,Schsc,Schizachyrium scoparium
198,Solne,Solidago nemoralis
198,Solri,Solidago rigida
198,Sornu,Sorghastrum nutans
198,Spocr,Sporobolus cryptandrus
198,Stisp,Stipa spartea
198,Vicvi,Vicia villosa
198,Zizau,Zizia aurea
199,Luppe,Lupinus perennis
199,Queel,Quercus ellipsoidalis
199,Quema,Quercus macrocarpa
199,Schsc,Schizachyrium scoparium
200,Andge,Andropogon gerardi
200,Panvi,Panicum virgatum
200,Schsc,Schizachyrium scoparium
200,Sornu,Sorghastrum nutans
201,Lesca,Lespedeza capitata
201,Petpu,Petalostemum purpureum
201,Queel,Quercus ellipsoidalis
201,Sornu,Sorghastrum nutans
202,Achmi,Achillea millefolium(lanulosa)
202,Agrsm,Agropyron smithii
202,Amoca,Amorpha canescens
202,Andge,Andropogon gerardi
202,Asctu,Asclepias tuberosa
202,Elyca,Elymus canadensis
202,Koecr,Koeleria cristata
202,Lesca,Lespedeza capitata
202,Liaas,Liatris aspera
202,Luppe,Lupinus perennis
202,Monfi,Monarda fistulosa
202,Panvi,Panicum virgatum
202,Petpu,Petalostemum purpureum
202,Poapr,Poa pratensis
202,Schsc,Schizachyrium scoparium
202,Solri,Solidago rigida
202,Sornu,Sorghastrum nutans
203,Achmi,Achillea millefolium(lanulosa)
203,Asctu,Asclepias tuberosa
203,Liaas,Liatris aspera
203,Solne,Solidago nemoralis
204,Agrsm,Agropyron smithii
204,Elyca,Elymus canadensis
204,Koecr,Koeleria cristata
204,Leeor,Leersia oryzoides
204,Poapr,Poa pratensis
204,Queel,Quercus ellipsoidalis
204,Quema,Quercus macrocarpa
204,Stisp,Stipa spartea
205,Petpu,Petalostemum purpureum
206,Agrsm,Agropyron smithii
206,Andge,Andropogon gerardi
206,Asctu,Asclepias tuberosa
206,Lesca,Lespedeza capitata
206,Luppe,Lupinus perennis
206,Monfi,Monarda fistulosa
206,Poapr,Poa pratensis
206,Solri,Solidago rigida
206,Sornu,Sorghastrum nutans
207,Achmi,Achillea millefolium(lanulosa)
207,Agrsm,Agropyron smithii
207,Amoca,Amorpha canescens
207,Andge,Andropogon gerardi
207,Asctu,Asclepias tuberosa
207,Baple,Baptisia leucantha
207,Boucu,Bouteloua curtipendula
207,Bougr,Bouteloua gracilis
207,Bucda,Buchloe dactyloides
207,Calca,Calamagrostis canadensis
207,Corpa,Coreopsis palmata
207,Elyca,Elymus canadensis
207,Koecr,Koeleria cristata
207,Leeor,Leersia oryzoides
207,Lesca,Lespedeza capitata
207,Liaas,Liatris aspera
207,Luppe,Lupinus perennis
207,Monfi,Monarda fistulosa
207,Panvi,Panicum virgatum
207,Petca,Petalostemum candidum
207,Petpu,Petalostemum purpureum
207,Petvi,Petalostemum villosum
207,Poapr,Poa pratensis
207,Queel,Quercus ellipsoidalis
207,Quema,Quercus macrocarpa
207,Rudse,Rudbeckia serotina
207,Schsc,Schizachyrium scoparium
207,Solne,Solidago nemoralis
207,Solri,Solidago rigida
207,Sornu,Sorghastrum nutans
207,Spocr,Sporobolus cryptandrus
207,Stisp,Stipa spartea
207,Vicvi,Vicia villosa
207,Zizau,Zizia aurea
208,Achmi,Achillea millefolium(lanulosa)
208,Agrsm,Agropyron smithii
208,Koecr,Koeleria cristata
208,Lesca,Lespedeza capitata
208,Luppe,Lupinus perennis
208,Panvi,Panicum virgatum
208,Poapr,Poa pratensis
208,Schsc,Schizachyrium scoparium
209,Achmi,Achillea millefolium(lanulosa)
209,Amoca,Amorpha canescens
209,Asctu,Asclepias tuberosa
209,Astca,Astragalus canadensis
209,Baple,Baptisia leucantha
209,Corpa,Coreopsis palmata
209,Lesca,Lespedeza capitata
209,Liaas,Liatris aspera
209,Luppe,Lupinus perennis
209,Monfi,Monarda fistulosa
209,Petca,Petalostemum candidum
209,Petpu,Petalostemum purpureum
209,Rudse,Rudbeckia serotina
209,Solne,Solidago nemoralis
209,Vicvi,Vicia villosa
209,Zizau,Zizia aurea
210,Achmi,Achillea millefolium(lanulosa)
210,Elyca,Elymus canadensis
210,Koecr,Koeleria cristata
210,Lesca,Lespedeza capitata
210,Liaas,Liatris aspera
210,Luppe,Lupinus perennis
210,Poapr,Poa pratensis
210,Schsc,Schizachyrium scoparium
211,Monfi,Monarda fistulosa
211,Petca,Petalostemum candidum
211,Petvi,Petalostemum villosum
211,Solri,Solidago rigida
212,Achmi,Achillea millefolium(lanulosa)
212,Agrsm,Agropyron smithii
212,Amoca,Amorpha canescens
212,Andge,Andropogon gerardi
212,Asctu,Asclepias tuberosa
212,Baple,Baptisia leucantha
212,Boucu,Bouteloua curtipendula
212,Bougr,Bouteloua gracilis
212,Bucda,Buchloe dactyloides
212,Calca,Calamagrostis canadensis
212,Corpa,Coreopsis palmata
212,Elyca,Elymus canadensis
212,Koecr,Koeleria cristata
212,Leeor,Leersia oryzoides
212,Lesca,Lespedeza capitata
212,Liaas,Liatris aspera
212,Luppe,Lupinus perennis
212,Monfi,Monarda fistulosa
212,Panvi,Panicum virgatum
212,Petca,Petalostemum candidum
212,Petpu,Petalostemum purpureum
212,Petvi,Petalostemum villosum
212,Poapr,Poa pratensis
212,Queel,Quercus ellipsoidalis
212,Quema,Quercus macrocarpa
212,Rudse,Rudbeckia serotina
212,Schsc,Schizachyrium scoparium
212,Solne,Solidago nemoralis
212,Solri,Solidago rigida
212,Sornu,Sorghastrum nutans
212,Spocr,Sporobolus cryptandrus
212,Stisp,Stipa spartea
212,Vicvi,Vicia villosa
212,Zizau,Zizia aurea
213,Achmi,Achillea millefolium(lanulosa)
213,Andge,Andropogon gerardi
213,Koecr,Koeleria cristata
213,Lesca,Lespedeza capitata
213,Petca,Petalostemum candidum
213,Petvi,Petalostemum villosum
213,Poapr,Poa pratensis
213,Quema,Quercus macrocarpa
213,Schsc,Schizachyrium scoparium
214,Achmi,Achillea millefolium(lanulosa)
214,Agrsm,Agropyron smithii
214,Amoca,Amorpha canescens
214,Andge,Andropogon gerardi
214,Asctu,Asclepias tuberosa
214,Astca,Astragalus canadensis
214,Baple,Baptisia leucantha
214,Boucu,Bouteloua curtipendula
214,Bougr,Bouteloua gracilis
214,Broin,Bromus inermis
214,Bucda,Buchloe dactyloides
214,Calca,Calamagrostis canadensis
214,Corpa,Coreopsis palmata
214,Elyca,Elymus canadensis
214,Koecr,Koeleria cristata
214,Leeor,Leersia oryzoides
214,Lesca,Lespedeza capitata
214,Liaas,Liatris aspera
214,Luppe,Lupinus perennis
214,Monfi,Monarda fistulosa
214,Panvi,Panicum virgatum
214,Petca,Petalostemum candidum
214,Petpu,Petalostemum purpureum
214,Petvi,Petalostemum villosum
214,Poapr,Poa pratensis
214,Rudse,Rudbeckia serotina
214,Schsc,Schizachyrium scoparium
214,Solne,Solidago nemoralis
214,Solri,Solidago rigida
214,Sornu,Sorghastrum nutans
214,Spocr,Sporobolus cryptandrus
214,Stisp,Stipa spartea
214,Vicvi,Vicia villosa
214,Zizau,Zizia aurea
215,Agrsm,Agropyron smithii
215,Poapr,Poa pratensis
215,Queel,Quercus ellipsoidalis
215,Quema,Quercus macrocarpa
216,Achmi,Achillea millefolium(lanulosa)
216,Amoca,Amorpha canescens
216,Asctu,Asclepias tuberosa
216,Lesca,Lespedeza capitata
217,Agrsm,Agropyron smithii
217,Andge,Andropogon gerardi
217,Elyca,Elymus canadensis
217,Koecr,Koeleria cristata
217,Panvi,Panicum virgatum
217,Poapr,Poa pratensis
217,Schsc,Schizachyrium scoparium
217,Sornu,Sorghastrum nutans
218,Achmi,Achillea millefolium(lanulosa)
218,Agrsm,Agropyron smithii
218,Amoca,Amorpha canescens
218,Andge,Andropogon gerardi
218,Asctu,Asclepias tuberosa
218,Baple,Baptisia leucantha
218,Boucu,Bouteloua curtipendula
218,Bougr,Bouteloua gracilis
218,Bucda,Buchloe dactyloides
218,Calca,Calamagrostis canadensis
218,Corpa,Coreopsis palmata
218,Elyca,Elymus canadensis
218,Koecr,Koeleria cristata
218,Leeor,Leersia oryzoides
218,Lesca,Lespedeza capitata
218,Liaas,Liatris aspera
218,Luppe,Lupinus perennis
218,Monfi,Monarda fistulosa
218,Panvi,Panicum virgatum
218,Petca,Petalostemum candidum
218,Petpu,Petalostemum purpureum
218,Petvi,Petalostemum villosum
218,Poapr,Poa pratensis
218,Queel,Quercus ellipsoidalis
218,Quema,Quercus macrocarpa
218,Rudse,Rudbeckia serotina
218,Schsc,Schizachyrium scoparium
218,Solne,Solidago nemoralis
218,Solri,Solidago rigida
218,Sornu,Sorghastrum nutans
218,Spocr,Sporobolus cryptandrus
218,Stisp,Stipa spartea
218,Vicvi,Vicia villosa
218,Zizau,Zizia aurea
219,Achmi,Achillea millefolium(lanulosa)
219,Agrsm,Agropyron smithii
219,Amoca,Amorpha canescens
219,Andge,Andropogon gerardi
219,Asctu,Asclepias tuberosa
219,Baple,Baptisia leucantha
219,Boucu,Bouteloua curtipendula
219,Bougr,Bouteloua gracilis
219,Bucda,Buchloe dactyloides
219,Calca,Calamagrostis canadensis
219,Corpa,Coreopsis palmata
219,Elyca,Elymus canadensis
219,Koecr,Koeleria cristata
219,Leeor,Leersia oryzoides
219,Lesca,Lespedeza capitata
219,Liaas,Liatris aspera
219,Luppe,Lupinus perennis
219,Monfi,Monarda fistulosa
219,Panvi,Panicum virgatum
219,Petca,Petalostemum candidum
219,Petpu,Petalostemum purpureum
219,Petvi,Petalostemum villosum
219,Poapr,Poa pratensis
219,Queel,Quercus ellipsoidalis
219,Quema,Quercus macrocarpa
219,Rudse,Rudbeckia serotina
219,Schsc,Schizachyrium scoparium
219,Solne,Solidago nemoralis
219,Solri,Solidago rigida
219,Sornu,Sorghastrum nutans
219,Spocr,Sporobolus cryptandrus
219,Stisp,Stipa spartea
219,Vicvi,Vicia villosa
219,Zizau,Zizia aurea
220,Achmi,Achillea millefolium(lanulosa)
220,Agrsm,Agropyron smithii
220,Amoca,Amorpha canescens
220,Andge,Andropogon gerardi
220,Asctu,Asclepias tuberosa
220,Koecr,Koeleria cristata
220,Lesca,Lespedeza capitata
220,Luppe,Lupinus perennis
220,Monfi,Monarda fistulosa
220,Panvi,Panicum virgatum
220,Petpu,Petalostemum purpureum
220,Poapr,Poa pratensis
220,Queel,Quercus ellipsoidalis
220,Quema,Quercus macrocarpa
220,Schsc,Schizachyrium scoparium
220,Solri,Solidago rigida
220,Sornu,Sorghastrum nutans
221,Queel,Quercus ellipsoidalis
221,Quema,Quercus macrocarpa
222,Koecr,Koeleria cristata
222,Petpu,Petalostemum purpureum
222,Queel,Quercus ellipsoidalis
222,Schsc,Schizachyrium scoparium
223,Koecr,Koeleria cristata
223,Liaas,Liatris aspera
223,Poapr,Poa pratensis
223,Queel,Quercus ellipsoidalis
224,Achmi,Achillea millefolium(lanulosa)
224,Sornu,Sorghastrum nutans
225,Elyca,Elymus canadensis
225,Petpu,Petalostemum purpureum
225,Queel,Quercus ellipsoidalis
225,Schsc,Schizachyrium scoparium
226,Agrre,Agropyron repens
226,Agrsm,Agropyron smithii
226,Andge,Andropogon gerardi
226,Boucu,Bouteloua curtipendula
226,Bougr,Bouteloua gracilis
226,Bucda,Buchloe dactyloides
226,Calca,Calamagrostis canadensis
226,Elyca,Elymus canadensis
226,Koecr,Koeleria cristata
226,Leeor,Leersia oryzoides
226,Panvi,Panicum virgatum
226,Poapr,Poa pratensis
226,Schsc,Schizachyrium scoparium
226,Sornu,Sorghastrum nutans
226,Spocr,Sporobolus cryptandrus
227,Agrsm,Agropyron smithii
227,Amoca,Amorpha canescens
227,Andge,Andropogon gerardi
227,Asctu,Asclepias tuberosa
227,Elyca,Elymus canadensis
227,Koecr,Koeleria cristata
227,Lesca,Lespedeza capitata
227,Liaas,Liatris aspera
227,Luppe,Lupinus perennis
227,Monfi,Monarda fistulosa
227,Panvi,Panicum virgatum
227,Petpu,Petalostemum purpureum
227,Poapr,Poa pratensis
227,Quema,Quercus macrocarpa
227,Schsc,Schizachyrium scoparium
227,Solri,Solidago rigida
227,Sornu,Sorghastrum nutans
228,Achmi,Achillea millefolium(lanulosa)
228,Agrsm,Agropyron smithii
228,Amoca,Amorpha canescens
228,Andge,Andropogon gerardi
228,Asctu,Asclepias tuberosa
228,Baple,Baptisia leucantha
228,Boucu,Bouteloua curtipendula
228,Bougr,Bouteloua gracilis
228,Bucda,Buchloe dactyloides
228,Calca,Calamagrostis canadensis
228,Corpa,Coreopsis palmata
228,Elyca,Elymus canadensis
228,Koecr,Koeleria cristata
228,Leeor,Leersia oryzoides
228,Lesca,Lespedeza capitata
228,Liaas,Liatris aspera
228,Luppe,Lupinus perennis
228,Monfi,Monarda fistulosa
228,Panvi,Panicum virgatum
228,Petca,Petalostemum candidum
228,Petpu,Petalostemum purpureum
228,Petvi,Petalostemum villosum
228,Poapr,Poa pratensis
228,Queel,Quercus ellipsoidalis
228,Quema,Quercus macrocarpa
228,Rudse,Rudbeckia serotina
228,Schsc,Schizachyrium scoparium
228,Solne,Solidago nemoralis
228,Solri,Solidago rigida
228,Sornu,Sorghastrum nutans
228,Spocr,Sporobolus cryptandrus
228,Stisp,Stipa spartea
228,Vicvi,Vicia villosa
228,Zizau,Zizia aurea
229,Andge,Andropogon gerardi
229,Petpu,Petalostemum purpureum
229,Poapr,Poa pratensis
229,Schsc,Schizachyrium scoparium
230,Panvi,Panicum virgatum
231,Broin,Bromus inermis
231,Trihy,Trifolium hybridum
232,Koecr,Koeleria cristata
232,Luppe,Lupinus perennis
232,Monfi,Monarda fistulosa
232,Panvi,Panicum virgatum
232,Petca,Petalostemum candidum
232,Petvi,Petalostemum villosum
232,Queel,Quercus ellipsoidalis
232,Schsc,Schizachyrium scoparium
232,Solri,Solidago rigida
232,Sornu,Sorghastrum nutans
233,Liaas,Liatris aspera
233,Petpu,Petalostemum purpureum
233,Poapr,Poa pratensis
233,Queel,Quercus ellipsoidalis
234,Elyca,Elymus canadensis
234,Luppe,Lupinus perennis
235,Achmi,Achillea millefolium(lanulosa)
235,Agrsm,Agropyron smithii
235,Amoca,Amorpha canescens
235,Andge,Andropogon gerardi
235,Asctu,Asclepias tuberosa
235,Lesca,Lespedeza capitata
235,Liaas,Liatris aspera
235,Luppe,Lupinus perennis
235,Monfi,Monarda fistulosa
235,Panvi,Panicum virgatum
235,Petpu,Petalostemum purpureum
235,Poapr,Poa pratensis
235,Queel,Quercus ellipsoidalis
235,Quema,Quercus macrocarpa
235,Schsc,Schizachyrium scoparium
235,Solri,Solidago rigida
235,Sornu,Sorghastrum nutans
236,Lesca,Lespedeza capitata
236,Panvi,Panicum virgatum
237,Poapr,Poa pratensis
238,Achmi,Achillea millefolium(lanulosa)
238,Agrsm,Agropyron smithii
238,Amoca,Amorpha canescens
238,Andge,Andropogon gerardi
238,Asctu,Asclepias tuberosa
238,Baple,Baptisia leucantha
238,Boucu,Bouteloua curtipendula
238,Bougr,Bouteloua gracilis
238,Bucda,Buchloe dactyloides
238,Calca,Calamagrostis canadensis
238,Corpa,Coreopsis palmata
238,Elyca,Elymus canadensis
238,Koecr,Koeleria cristata
238,Leeor,Leersia oryzoides
238,Lesca,Lespedeza capitata
238,Liaas,Liatris aspera
238,Luppe,Lupinus perennis
238,Monfi,Monarda fistulosa
238,Panvi,Panicum virgatum
238,Petca,Petalostemum candidum
238,Petpu,Petalostemum purpureum
238,Petvi,Petalostemum villosum
238,Poapr,Poa pratensis
238,Queel,Quercus ellipsoidalis
238,Quema,Quercus macrocarpa
238,Rudse,Rudbeckia serotina
238,Schsc,Schizachyrium scoparium
238,Solne,Solidago nemoralis
238,Solri,Solidago rigida
238,Sornu,Sorghastrum nutans
238,Spocr,Sporobolus cryptandrus
238,Stisp,Stipa spartea
238,Vicvi,Vicia villosa
238,Zizau,Zizia aurea
239,Achmi,Achillea millefolium(lanulosa)
239,Agrsm,Agropyron smithii
239,Amoca,Amorpha canescens
239,Andge,Andropogon gerardi
239,Asctu,Asclepias tuberosa
239,Elyca,Elymus canadensis
239,Koecr,Koeleria cristata
239,Lesca,Lespedeza capitata
239,Luppe,Lupinus perennis
239,Monfi,Monarda fistulosa
239,Petpu,Petalostemum purpureum
239,Poapr,Poa pratensis
239,Queel,Quercus ellipsoidalis
239,Quema,Quercus macrocarpa
239,Schsc,Schizachyrium scoparium
239,Solri,Solidago rigida
239,Sornu,Sorghastrum nutans
240,Achmi,Achillea millefolium(lanulosa)
240,Amoca,Amorpha canescens
240,Asctu,Asclepias tuberosa
240,Astca,Astragalus canadensis
240,Baple,Baptisia leucantha
240,Corpa,Coreopsis palmata
240,Lesca,Lespedeza capitata
240,Liaas,Liatris aspera
240,Luppe,Lupinus perennis
240,Monfi,Monarda fistulosa
240,Petca,Petalostemum candidum
240,Petpu,Petalostemum purpureum
240,Rudse,Rudbeckia serotina
240,Solne,Solidago nemoralis
240,Vicvi,Vicia villosa
240,Zizau,Zizia aurea
241,Achmi,Achillea millefolium(lanulosa)
241,Asctu,Asclepias tuberosa
241,Corpa,Coreopsis palmata
241,Liaas,Liatris aspera
242,Agrsm,Agropyron smithii
242,Amoca,Amorpha canescens
242,Andge,Andropogon gerardi
242,Asctu,Asclepias tuberosa
242,Elyca,Elymus canadensis
242,Koecr,Koeleria cristata
242,Liaas,Liatris aspera
